couche;min.14C;max.14C;site;level;pays;lat;long;alt;nb_mamm;Modern_climatic_zone;First_predite;proba_value;Second_predite;proba_value.1;MAT.moy;MAT.min;MAT.max;Tp.moy;Tp.min;Tp.max;Tmax.moy;Tmax.min;Tmax.max;Tmin.moy;Tmin.min;Tmin.max;Mta.moy;Mta.min;Mta.max;It.moy;It.min;It.max;Itc.moy;Itc.min;Itc.max;P.moy;P.min;P.max;D.moy;D.min;D.max;MAT_se.fit;Tp_se.fit;Tmax_se.fit;Tmin_se.fit;Mta_se.fit;It_se.fit;Itc_se.fit;P_se.fit;D_se.fit;MAT_df;Tp_df;Tmax_df;Tmin_df;Mta_df;It_df;Itc_df;P_df;D_df;MAT_residual.scale;Tp_residual.scale;Tmax_residual.scale;Tmin_residual.scale;Mta_residual.scale;It_residual.scale;Itc_residual.scale;P_residual.scale;D_residual.scale
Alicante;NA;NA;NA;NA;NA;38.37;-0.5;65;9;4;4;0.999914766;6;8.52E-05;13.43919264;6.468796262;20.40958901;1769.408299;1328.868078;2209.94852;25.23137995;19.84133517;30.62142474;2.729617635;-12.74194573;18.201181;22.50176232;5.171028456;39.83249618;181.7749779;-188.3340383;551.8839942;272.3516429;87.04891674;457.6543691;732.7512362;51.51270047;1413.989772;3.762566404;0.480198131;7.044934677;1.623532462;102.6098533;1.25543975;3.603609323;4.036644046;86.20514102;43.16038502;158.6728814;0.764523444;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Almería;NA;NA;NA;NA;NA;36.83;-2.47;50;10;3;4;0.999706278;6;0.000293722;12.51429466;5.572599967;19.45598936;1700.113417;1261.387188;2138.839646;24.44331491;19.07546446;29.81116536;1.758330063;-13.64952676;17.16618689;22.68498484;5.425612934;39.94435675;154.4531115;-214.1319241;523.0381471;244.8013242;60.26161042;429.341038;707.8951328;29.46170119;1386.328564;3.546411162;0.277558543;6.81526378;1.593243197;100.6955232;1.232017768;3.536378958;3.961334814;84.59686373;42.35516777;155.7126172;0.750260192;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Cabo.Bagur;NA;NA;NA;NA;NA;41.953;3.2;200;15;4;4;0.66655742;6;0.333442555;9.974000281;3.023407936;16.92459263;1489.114449;1049.825874;1928.403023;23.1969559;17.82222511;28.5716867;-2.310517211;-17.73812335;13.11708892;25.50747312;8.225978683;42.78896755;57.71497273;-311.3425036;426.7724491;178.4534118;-6.322839217;363.2296628;607.8748562;-71.42817017;1287.177883;2.262542078;-1.010500454;5.535584609;1.602680813;101.2919957;1.239315657;3.557326789;3.984799882;85.0979754;42.60605968;156.6349849;0.754704377;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Cáceres;NA;NA;NA;NA;NA;39.48;-6.37;386.87;11;4;4;0.999999297;6;7.03E-07;13.81208567;6.603568389;21.02060295;1792.285939;1336.696095;2247.875783;25.22071594;19.64653781;30.79489406;4.006931332;-11.99316763;20.0070303;21.2137846;3.291002626;39.13656658;207.2029157;-175.5496705;589.9555018;287.0247562;95.39176553;478.6577469;717.827643;13.31680998;1422.338476;4.399700039;1.005200337;7.794199741;1.860030052;117.5568801;1.438317816;4.128541803;4.624656058;98.76251736;49.44749495;181.7865271;0.875890452;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Cádiz;NA;NA;NA;NA;NA;36.53;-6.3;20;8;4;4;0.999966802;6;3.32E-05;14.15139916;7.201225404;21.10157292;1823.936323;1384.674204;2263.198443;25.52685063;20.15244352;30.90125774;3.797432596;-11.62924444;19.22410964;21.72941803;4.448964344;39.00987172;208.718739;-160.3165116;577.7539897;286.7126597;101.9475365;471.477783;766.5206927;87.25857601;1445.782809;3.987832455;0.714987036;7.260677874;1.602237801;101.2639966;1.238973086;3.556343474;3.983698405;85.07445266;42.59428253;156.5916879;0.754495762;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Cuenca;NA;NA;NA;NA;NA;40.07;-2.13;968.03;11;4;4;0.999957019;6;4.30E-05;12.8728658;5.806751859;19.93897974;1724.158518;1277.568794;2170.748243;24.94130826;19.47724732;30.40536921;2.119931936;-13.56408712;17.80395099;22.82137633;5.252656615;40.39009604;164.1236737;-211.0676841;539.3150315;263.3168462;75.4695407;451.1641517;695.0305655;4.43725386;1385.623877;3.756504475;0.429062681;7.08394627;1.721539045;108.8040264;1.331225953;3.82114574;4.28032115;91.40902297;45.76581605;168.2513698;0.810674865;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
La.Coruña;NA;NA;NA;NA;NA;43.37;-8.42;50;10;4;4;0.984421429;6;0.015578571;11.68427687;4.775134802;18.59341895;1641.090481;1204.42163;2077.759332;24.02014503;18.67746677;29.3628233;0.340571041;-14.99503164;15.67617372;23.67957399;6.501138785;40.8580092;122.4858184;-244.3707616;489.3423985;222.0101446;38.33581777;405.6844714;697.2457179;21.99375575;1372.49768;2.859947272;-0.393576275;6.113470818;1.558333668;98.48918509;1.205023045;3.45889341;3.874538064;82.74326307;41.4271243;152.3008003;0.733821252;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Santander;NA;NA;NA;NA;NA;43.47;-3.82;20.17;18;5;6;0.827866276;4;0.172133302;8.860555927;1.864794528;15.85631733;1409.414899;967.2715677;1851.55823;22.59111658;17.18145761;28.00077555;-3.941912973;-19.4697768;11.58595086;26.53302955;9.139229764;43.92682934;16.25637628;-355.1994535;387.7122061;150.9842106;-34.99282567;336.9612468;573.6516227;-110.0659159;1257.369161;1.8580141;-1.436298595;5.152326794;1.649939125;104.2787967;1.275859406;3.662221822;4.10229983;87.6072627;43.86238622;161.2536867;0.776958374;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Faro;NA;NA;NA;NA;NA;37.02;-7.92;50;8;4;4;0.999966802;6;3.32E-05;14.15139916;7.201225404;21.10157292;1823.936323;1384.674204;2263.198443;25.52685063;20.15244352;30.90125774;3.797432596;-11.62924444;19.22410964;21.72941803;4.448964344;39.00987172;208.718739;-160.3165116;577.7539897;286.7126597;101.9475365;471.477783;766.5206927;87.25857601;1445.782809;3.987832455;0.714987036;7.260677874;1.602237801;101.2639966;1.238973086;3.556343474;3.983698405;85.07445266;42.59428253;156.5916879;0.754495762;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Porto;NA;NA;NA;NA;NA;41.13;-8.6;92.44;10;4;4;0.999980044;6;2.00E-05;13.53530968;6.449527264;20.62109209;1775.240647;1327.407843;2223.07345;25.16552763;19.68625751;30.64479775;3.264217627;-12.46345777;18.99189302;21.90131;4.283687902;39.5189321;193.3578501;-182.8778498;569.5935499;278.1970863;89.82690936;466.5672632;727.8021491;35.28657666;1420.317722;3.851223968;0.514520266;7.187927669;1.74115372;110.0437053;1.346393523;3.864682674;4.329089784;92.45050866;46.28725738;170.1683731;0.81991144;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Bordeaux;NA;NA;NA;NA;NA;44.83;-0.7;49.77;15;5;6;0.99836511;4;0.001633324;8.186633218;1.139249892;15.23401654;1360.33238;914.9264607;1805.7383;22.15125426;16.70167726;27.60083126;-5.204787617;-20.84723201;10.43765677;27.35604187;9.83389273;44.87819102;-10.84457707;-385.0413903;363.3522361;125.8013309;-61.54803529;313.1506971;580.404292;-108.3584181;1269.167002;1.144048354;-2.17457317;4.462669878;1.702701151;107.6134414;1.316659049;3.779332959;4.233483854;90.40878227;45.26502487;166.4102839;0.801804078;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Dijon;NA;NA;NA;NA;NA;47.27;5.1;230;17;6;6;0.989966469;4;0.010033424;8.878973819;1.875493886;15.88245375;1384.135521;941.5043656;1826.766676;22.4174159;17.00178837;27.83304343;-4.032354133;-19.5773501;11.51264184;26.44977004;9.036779393;43.86276068;19.34858288;-352.51708;391.2142458;138.7998759;-47.3823517;324.9821036;574.8051437;-109.6667512;1259.277039;1.477278297;-1.820669065;4.77522566;1.657909954;104.7825659;1.282023062;3.679913956;4.122117974;88.03049196;44.07428469;162.0327007;0.780711848;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Limoges;NA;NA;NA;NA;NA;45.82;1.28;275;18;6;6;0.986147592;4;0.013852334;8.900232344;1.865271231;15.93519346;1386.724461;942.1036453;1831.345277;22.8132658;17.37329461;28.25323699;-4.431776079;-20.046648;11.18309584;27.24504188;9.753778502;44.73630525;11.03448014;-362.5027475;384.5717077;146.9334021;-40.08572895;333.9525331;559.3563726;-128.1922761;1246.905021;1.512393376;-1.800378513;4.825165264;1.69011993;106.818288;1.306930284;3.75140755;4.202202734;89.74075375;44.93056259;165.1806819;0.795879565;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Montélimar;NA;NA;NA;NA;NA;44.58;4.73;66.9;22;6;6;0.904593768;4;0.095405938;8.489014781;1.523286977;15.45474258;1362.588839;922.3436789;1802.833999;22.02008641;16.63365172;27.4065211;-4.091699484;-19.55290044;11.36950147;26.11178589;8.79265965;43.43091213;11.22553668;-358.6355912;381.0866646;131.9570873;-53.22152846;317.1357031;554.8613872;-125.9208746;1235.643649;1.801950183;-1.478219655;5.08212002;1.618635799;102.3003764;1.251653275;3.59274064;4.024469307;85.9451416;43.03021095;158.1943153;0.7622176;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Montpellier;NA;NA;NA;NA;NA;43.58;3.97;30;18;4;6;0.577855143;4;0.422144657;9.147539775;2.164056064;16.13102349;1430.231611;988.8642492;1871.598973;22.67649115;17.27632623;28.07665607;-3.365329824;-18.86594197;12.13528233;26.04182097;8.678547615;43.40509433;29.41947799;-341.3844401;400.2233961;158.2282942;-27.42234898;343.8789374;580.6173964;-101.9002056;1263.134998;2.054546077;-1.233985039;5.343077194;1.637198454;103.473566;1.266007343;3.6339425;4.070622268;86.9307679;43.52368512;160.0085014;0.770958777;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Nevers;NA;NA;NA;NA;NA;47;3.1;177.88;18;6;6;0.986563121;4;0.013436789;8.983183087;1.925261376;16.0411048;1393.382621;947.3106581;1839.454583;22.82262691;17.36490082;28.28035299;-4.236774805;-19.9026103;11.42906069;27.05940171;9.511050621;44.6077528;16.28131233;-358.4750603;391.037685;149.3194611;-38.31006005;336.9489823;564.6497534;-125.1429059;1254.442413;1.465233845;-1.858350218;4.788817907;1.71331923;108.284521;1.324869762;3.802900955;4.259883945;90.97257325;45.54729848;167.4480217;0.806804144;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Reims;NA;NA;NA;NA;NA;49.3;4.03;84.79;16;6;6;0.974614413;4;0.025385553;9.46124525;2.458220955;16.46426954;1424.326237;981.7238787;1866.928595;22.91304984;17.49777464;28.32832503;-3.391102856;-18.93508749;12.15288177;26.30415269;8.892294919;43.71601047;37.34685465;-334.4946151;409.1883244;156.4510493;-29.7190655;342.6211642;585.24302;-99.18434405;1269.670384;1.624431801;-1.673301;4.922164603;1.657440243;104.7528794;1.281659845;3.678871381;4.120950116;88.0055516;44.06179778;161.9867944;0.78049066;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Rennes;NA;NA;NA;NA;NA;48.07;-1.72;33.53;14;6;6;0.998830423;4;0.001169284;8.770632463;1.683934327;15.8573306;1391.580936;943.6902569;1839.471614;22.6665458;17.18656757;28.14652402;-4.70990924;-20.43961719;11.01979871;27.37645504;9.75655614;44.99635393;6.205847664;-370.0784746;382.4901699;140.508001;-47.88651969;328.9025218;589.3894462;-103.2156228;1281.994515;1.111529538;-2.225605379;4.448664455;1.742062878;110.1011656;1.347096554;3.866700651;4.331350256;92.49878249;46.31142667;170.2572279;0.820339564;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Rouen;NA;NA;NA;NA;NA;49.38;1.05;76.06;16;6;6;0.974614413;4;0.025385553;9.46124525;2.458220955;16.46426954;1424.326237;981.7238787;1866.928595;22.91304984;17.49777464;28.32832503;-3.391102856;-18.93508749;12.15288177;26.30415269;8.892294919;43.71601047;37.34685465;-334.4946151;409.1883244;156.4510493;-29.7190655;342.6211642;585.24302;-99.18434405;1269.670384;1.624431801;-1.673301;4.922164603;1.657440243;104.7528794;1.281659845;3.678871381;4.120950116;88.0055516;44.06179778;161.9867944;0.78049066;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Toulouse;NA;NA;NA;NA;NA;43.62;1.37;147.22;17;6;6;0.67468063;4;0.32531936;10.14506372;3.134245027;17.15588241;1475.835573;1032.740596;1918.930549;23.49373504;18.07243262;28.91503746;-2.424269328;-17.98555448;13.13701582;25.91800437;8.486767126;43.34924161;60.91523819;-311.3400926;433.170569;181.8915417;-4.485781196;368.2688647;588.6273112;-96.5618233;1273.816446;2.019208128;-1.282195064;5.320611319;1.665461307;105.2598236;1.287862347;3.696675019;4.140893162;88.43144823;44.27503173;162.770718;0.784267789;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
Bruxelles;NA;NA;NA;NA;NA;50.8;4.35;85.27;15;6;6;0.996316676;4;0.003678867;8.102867665;1.011411069;15.19432426;1374.081413;925.8899924;1822.272834;22.56503137;17.08137354;28.0486892;-5.735383717;-21.47565359;10.00488616;28.30041509;10.66868507;45.9321451;-24.23634524;-400.7733287;352.3006382;136.9579369;-51.56308386;325.4789577;573.5812672;-119.4888609;1266.651395;1.191744595;-2.147631086;4.531120277;1.746781491;110.3993895;1.350745347;3.877174133;4.343082304;92.74932796;46.43686743;170.7183927;0.822561565;38;38;38;38;38;38;38;38;38;3.036408522;191.9058845;2.347983822;6.739643531;7.549525905;161.2250022;80.72062859;296.7576568;1.429848528
